RunNumber,GuessTillWin,Word
276,2446,southern
277,3189,valid
278,286,wipe
279,237,beam
280,1449,night
281,4193,three
282,3361,confusion
283,2764,guy
284,4161,chip
285,1953,bend
286,1395,son
287,719,identity
288,1201,initiative
289,276,minority
290,3997,explode
291,1669,nightmare
292,195,smart
293,2064,unfold
294,2573,fame
295,663,blink
296,3810,instead
297,1409,unlikely
298,3971,mind
299,4168,fragment
300,216,movement
301,2382,conflict
302,610,chill
303,123,concentrate
304,2011,distribute
305,2400,war
306,3537,plate
307,228,go
308,1985,collapse
309,1158,cancer
310,2848,bedroom
311,2673,radio
312,3147,pin
313,3281,artistic
314,3739,truly
315,1116,somebody
316,4072,official
317,1175,mine
318,356,hot
319,3985,smoke
320,3144,assign
321,1164,ok
322,1448,bathroom
323,3954,northwest
324,3449,clinical
325,1360,pleasant
326,3235,chunk
327,1893,supermarket
328,3363,prescription
329,3998,territory
330,2608,intense
331,1808,breeze
332,3413,book
333,4156,aircraft
334,145,international
335,1244,realistic
336,3422,laundry
337,3614,recall
338,1776,wish
339,3657,illusion
340,2824,reinforce
341,2244,wine
342,781,dam
343,2964,sometime
344,681,quit
345,3827,stimulate
346,245,criteria
347,1192,freely
348,1826,efficient
349,3200,category
350,2623,lifestyle
351,1177,angle
352,3056,announcement
353,1783,define
354,1950,cage
355,33,aggressive
356,3257,utility
357,3354,sphere
358,2191,discover
359,2628,conservation
360,4106,district
361,4,reference
362,4121,whatever
363,1960,possible
364,1443,gather
365,3649,spell
366,3748,moreover
367,1407,wrist
368,3202,living
369,4040,fortunately
370,1517,topic
371,1647,plastic
372,902,commonly
373,1640,flower
374,3245,policeman
375,3131,ground
376,3777,besides
377,4199,discussion
378,2388,complain
379,1572,disc
380,790,must
381,1258,mathematics
382,510,inherent
383,795,fraction
384,4026,page
385,2858,mentor
386,1275,epidemic
387,265,leather
388,832,labor
389,1328,diamond
390,709,convert
391,2481,witness
392,2428,final
393,177,deck
394,1470,tomato
395,1,imply
396,498,secret
397,3986,reply
398,3526,consume
399,2688,command
400,3088,coordinator
401,1798,democracy
402,1766,neighboring
403,1759,arise
404,3207,suddenly
405,814,increasingly
406,2293,possess
407,3345,integration
408,2676,successfully
409,4003,past
410,3749,terrorist
411,3176,foster
412,2960,scan
413,146,item
414,3512,enable
415,1104,slam
416,4147,rally
417,897,buy
418,689,jewelry
419,2036,pump
420,1539,inherit
421,1441,listen
422,3761,donor
423,2323,seal
424,466,primarily
425,1639,constitute
426,3602,refuge
427,3002,huh
428,3452,chairman
429,3208,statement
430,817,make
431,3799,characterize
432,1347,highly
433,1734,AIDS
434,3934,musician
435,2741,toss
436,3517,gaze
437,3976,chain
438,3330,vacuum
439,3968,unemployment
440,2303,statistical
441,1997,land
442,3414,limitation
443,2443,picture
444,243,clip
445,2828,journalist
446,3169,volume
447,1701,television
448,3860,complicated
449,1096,ease
450,3090,folk
451,1861,clue
452,289,speech
453,3673,offensive
454,4066,rapidly
455,597,vendor
456,582,horror
457,3920,candle
458,3317,victim
459,1399,wave
460,1494,irony
461,1444,attention
462,1557,combat
463,962,medal
464,1278,burden
465,1904,diet
466,2325,steep
467,372,flour
468,2145,mild
469,4096,Christmas
470,2791,sweet
471,1652,diminish
472,1284,peel
473,3869,pension
474,2058,slope
475,831,age
476,2875,mom
477,1608,rubber
478,684,give
479,552,cottage
480,2723,humanity
481,3698,grant
482,2920,implementation
483,1725,planning
484,2513,forty
485,3932,execution
486,1156,production
487,1266,label
488,1850,explicit
489,1447,mall
490,171,afraid
491,1504,every
492,2777,question
493,3513,sample
494,56,racial
495,3477,subsidy
496,2086,United
497,2593,succeed
498,2750,patrol
499,1452,elderly
500,1780,evolution
501,2123,theater
502,203,tension
503,777,nearly
504,648,still
505,2924,salmon
506,713,appear
507,2453,couch
508,3318,pitch
509,3441,theory
510,2152,alongside
511,162,grand
512,2260,religious
513,2579,hair
514,2027,taxpayer
515,3861,consider
516,3767,leave
517,172,availability
518,1433,thanks
519,2970,emphasize
520,853,specifically
521,3022,minimal
522,2611,manual
523,4041,movie
524,4209,proud
525,295,gentle
526,190,evil
527,815,duty
528,4052,border
529,1671,stone
530,2111,responsibility
531,1191,sky
532,1294,equip
533,2497,threat
534,3408,superior
535,2660,associated
536,192,request
537,837,overcome
538,1737,kiss
539,2326,assess
540,3282,extensive
541,3203,arrest
542,1867,inner
543,310,lost
544,3814,sales
545,1296,formula
546,2319,hay
547,111,classroom
548,186,foreigner
549,3416,lobby
550,2666,material
551,1633,seat
552,955,stare
553,4123,independent
554,3149,tear
555,1354,tourism
556,273,offense
557,3903,hunger
558,2879,cognitive
559,2877,provider
560,1666,curriculum
561,3438,pocket
562,4114,actress
563,800,selected
564,1351,evident
565,3111,positive
566,3045,cream
567,3043,profession
568,736,merely
569,2019,inspire
570,1243,silly
571,3551,beast
572,1924,shop
573,3489,shared
574,616,photographer
575,2475,trial
576,1105,civilian
577,812,belt
578,2519,scholar
579,2461,fork
580,3851,wood
581,1968,currently
582,1319,delicate
583,4102,refuse
584,3487,qualify
585,2285,Jew
586,3394,count
587,793,trade
588,639,gun
589,1345,conduct
590,1801,impulse
591,2435,secretary
592,3569,fisherman
593,2053,illness
594,3963,tone
595,879,odd
596,3700,safety
597,2596,expected
598,972,kid
599,2586,investigator
600,4103,toe
601,1487,current
602,2363,underlying
603,163,fellow
604,1970,brother
605,776,withdrawal
606,3138,disappear
607,3005,hope
608,134,special
609,141,something
610,508,motor
611,38,reflect
612,1806,desk
613,2135,significance
614,2572,icon
615,1188,interaction
616,2340,tail
617,315,reserve
618,3898,crawl
619,694,equation
620,2394,hall
621,3697,draw
622,327,bid
623,998,minimize
624,3984,exhaust
625,2460,woman
626,1357,ass
627,373,involvement
628,3603,rate
629,2116,cousin
630,1040,asset
631,1307,incorporate
632,2411,wheelchair
633,3389,interest
634,2084,happen
635,2946,singer
636,1580,bar
637,1930,setting
638,2354,connect
639,1569,emotional
640,2813,statue
641,1958,consist
642,828,naturally
643,3259,reception
644,626,isolate
645,1053,producer
646,1056,outstanding
647,1511,rule
648,413,shove
649,453,digital
650,3,try
651,3754,trait
652,3591,western
653,3347,absolutely
654,2981,extraordinary
655,3933,even
656,1748,council
657,261,aware
658,2969,creative
659,217,enthusiasm
660,3750,client
661,1889,cold
662,3302,barrier
663,533,exclusive
664,2703,spray
665,1791,toy
666,496,introduction
667,1067,answer
668,3600,consideration
669,632,field
670,3241,flood
671,1564,access
672,4046,document
673,1113,documentary
674,3301,thought
675,3152,love
676,1221,elaborate
677,3270,cooperation
678,3764,outer
679,1430,acquire
680,410,carve
681,3706,intention
682,2069,warning
683,3209,steady
684,345,essential
685,359,captain
686,2176,gentleman
687,4170,threshold
688,3957,mixture
689,1090,electrical
690,2625,arrange
691,3867,leap
692,1290,campaign
693,2505,obstacle
694,3304,dedicate
695,1318,continent
696,1777,whole
697,2827,note
698,1330,solve
699,1599,sauce
700,2888,continuing
701,2167,yet
702,1871,predict
703,1788,casino
704,3072,transition
705,4205,supporter
706,3253,thoroughly
707,647,change
708,2727,believe
709,555,partial
710,2029,silver
711,3383,member
712,1932,promise
713,1279,typically
714,3496,million
715,2108,bone
716,3035,therapist
717,598,afford
718,2925,attractive
719,3455,peace
720,2716,goal
721,1598,margin
722,3187,ambitious
723,2347,suitable
724,1637,era
725,3627,lately
726,2231,residence
727,426,childhood
728,4078,suburb
729,3501,salad
730,2389,coalition
731,1020,permission
732,2474,competition
733,631,apology
734,2076,dig
735,3436,bath
736,2136,assistant
737,672,survival
738,880,golden
739,2756,twin
740,2541,stumble
741,2799,receive
742,3843,thank
743,2357,electronic
744,1428,genuine
745,3481,paint
746,1519,projection
747,3805,employee
748,429,refer
749,1044,master
750,4071,dramatically
751,3008,convention
752,98,accessible
753,3605,grief
754,101,usual
755,43,hour
756,2158,welfare
757,3581,fuel
758,735,tax
759,1676,gallery
760,346,also
761,872,select
762,4098,parent
763,1178,aid
764,3666,elementary
765,3186,professional
766,3539,intensity
767,1784,buddy
768,2978,mate
769,119,dare
770,3538,moral
771,3321,counterpart
772,3541,revelation
773,2651,textbook
774,2122,cite
775,1339,reluctant
776,3150,reader
777,3488,grandfather
778,2120,coin
779,2450,kit
780,2088,lady
781,3405,cloth
782,117,remember
783,4014,mean
784,2074,cast
785,3536,track
786,2526,fruit
787,319,guitar
788,914,research
789,467,candy
790,3623,lucky
791,3357,water
792,1072,scholarship
793,1369,horrible
794,1060,helpful
795,2802,attendance
796,2701,truth
797,3916,educational
798,1771,grandparent
799,405,suicide
800,2452,sweat
801,3499,pull
802,1730,transport
803,3690,hear
804,3024,legislative
805,3112,commit
806,2641,dilemma
807,3778,mountain
808,844,previously
809,1112,electronics
810,1774,pattern
811,3133,common
812,3533,hurricane
813,2165,reverse
814,985,indeed
815,3491,welcome
816,3461,powerful
817,1075,fail
818,2160,loyalty
819,3568,testing
820,13,European
821,1863,turkey
822,917,brief
823,2493,secondary
824,71,schedule
825,2740,phenomenon
826,4207,suspend
827,3793,explain
828,1301,job
829,469,respondent
830,3950,objection
831,2456,index
832,2695,assault
833,3040,loss
834,659,program
835,9,perform
836,2267,beard
837,154,statute
838,2644,check
839,1664,part
840,2961,unit
841,3756,regional
842,3068,mainly
843,337,typical
844,2476,spill
845,2911,handsome
846,2095,mobile
847,4197,bed
848,819,attitude
849,1845,barrel
850,1751,old
851,1584,innovation
852,2776,port
853,954,deep
854,3525,alcohol
855,1088,code
856,3303,coming
857,2175,huge
858,1735,society
859,109,intend
860,2416,edition
861,1068,decline
862,422,bolt
863,910,drum
864,882,grip
865,2001,depart
866,462,total
867,1624,shift
868,1512,awareness
869,3669,relatively
870,1928,outline
871,4132,stack
872,1862,library
873,400,crystal
874,2473,ignore
875,1712,Catholic
876,2021,study
877,1396,gym
878,3644,success
879,1509,Canadian
880,4128,emerge
881,1542,protective
882,654,painting
883,2852,university
884,2196,appearance
885,3881,oxygen
886,1095,lung
887,3023,nurse
888,690,suffering
889,4016,could
890,2538,casualty
891,79,follow
892,268,lie
893,1434,pregnancy
894,1931,real
895,2780,green
896,3139,explanation
897,2766,piano
898,2714,asleep
899,3336,gently
900,3753,resume
901,883,break
902,1651,studio
903,2213,constitution
904,1211,confident
905,3620,option
906,222,retailer
907,586,trading
908,1811,deliver
909,2128,decide
910,202,future
911,4076,ready
912,615,persuade
913,1047,crazy
914,2377,hypothesis
915,105,hundred
916,324,first
917,756,student
918,3819,case
919,2696,young
920,2664,eight
921,1011,plane
922,3972,century
923,3802,invasion
924,3740,rough
925,3925,everyday
926,3694,watch
927,2436,annually
928,1121,custom
929,307,stadium
930,4101,experiment
931,2808,fund
932,1238,sleep
933,4139,fee
934,2032,put
935,2060,cat
936,1008,reduction
937,2276,protect
938,748,bankruptcy
939,2189,comprise
940,1514,cheek
941,760,rush
942,3431,entrance
943,2729,justice
944,1426,agent
945,2274,transformation
946,1343,patient
947,2198,tour
948,603,blue
949,1816,push
950,1749,texture
951,1688,assignment
952,935,teaspoon
953,2500,mainstream
954,51,involve
955,1264,someday
956,2942,auction
957,548,harassment
958,1754,nest
959,2417,arrow
960,2918,muscle
961,3177,pitcher
962,3858,elevator
963,620,craft
964,2738,traditional
965,4045,blend
966,1161,intact
967,3817,dead
968,3960,tighten
969,443,Arab
970,1864,arm
971,2540,Olympics
972,2040,toward
973,637,Palestinian
974,2101,sprinkle
975,3567,next
976,4142,drawing
977,2984,much
978,1755,bus
979,3429,genius
980,2550,celebrate
981,375,attend
982,1453,great
983,1896,trust
984,25,aesthetic
985,296,universe
986,2735,small
987,1098,serving
988,2149,fist
989,4204,loop
990,1937,force
991,311,concede
992,1349,baseball
993,3886,related
994,4134,fairly
995,1208,headquarters
996,567,impression
997,599,hence
998,44,confession
999,2378,grape
1000,4058,performer
