RunNumber,GuessTillWin,Word
436,1815,gaze
437,2321,chain
438,1562,vacuum
439,3523,unemployment
440,2968,statistical
441,1173,land
442,884,limitation
443,3604,picture
444,2925,clip
445,3621,journalist
446,4046,volume
447,321,television
448,4011,complicated
449,4149,ease
450,2263,folk
451,3387,clue
452,2568,speech
453,1124,offensive
454,3490,rapidly
455,1434,vendor
456,3823,horror
457,1536,candle
458,613,victim
459,480,wave
460,3025,irony
461,3390,attention
462,1208,combat
463,3502,medal
464,1570,burden
465,3839,diet
466,3780,steep
467,3645,flour
468,3313,mild
469,1935,Christmas
470,3138,sweet
471,29,diminish
472,741,peel
473,2605,pension
474,3142,slope
475,2721,age
476,2298,mom
477,1169,rubber
478,1340,give
479,788,cottage
480,2578,humanity
481,1979,grant
482,1737,implementation
483,3570,planning
484,2946,forty
485,121,execution
486,2793,production
487,2293,label
488,3527,explicit
489,2405,mall
490,704,afraid
491,3423,every
492,3217,question
493,3941,sample
494,1332,racial
495,2253,subsidy
496,4038,United
497,2712,succeed
498,3991,patrol
499,1179,elderly
500,1528,evolution
501,892,theater
502,2294,tension
503,1182,nearly
504,3209,still
505,2284,salmon
506,3453,appear
507,1217,couch
508,1727,pitch
509,2241,theory
510,4118,alongside
511,1624,grand
512,176,religious
513,2547,hair
514,1416,taxpayer
515,3472,consider
516,780,leave
517,2187,availability
518,3323,thanks
519,2056,emphasize
520,408,specifically
521,1642,minimal
522,2230,manual
523,3919,movie
524,3298,proud
525,2885,gentle
526,108,evil
527,2523,duty
528,3044,border
529,3477,stone
530,3308,responsibility
531,208,sky
532,323,equip
533,2234,threat
534,1142,superior
535,225,associated
536,1355,request
537,2256,overcome
538,4034,kiss
539,1677,assess
540,1769,extensive
541,3280,arrest
542,381,inner
543,155,lost
544,1347,sales
545,869,formula
546,3809,hay
547,802,classroom
548,3783,foreigner
549,2323,lobby
550,330,material
551,311,seat
552,145,stare
553,3794,independent
554,3921,tear
555,4059,tourism
556,2001,offense
557,2199,hunger
558,1723,cognitive
559,949,provider
560,306,curriculum
561,699,pocket
562,1224,actress
563,1406,selected
564,868,evident
565,3003,positive
566,1699,cream
567,2661,profession
568,2967,merely
569,1069,inspire
570,489,silly
571,2914,beast
572,60,shop
573,3419,shared
574,2755,photographer
575,3677,trial
576,3174,civilian
577,1918,belt
578,885,scholar
579,3992,fork
580,1921,wood
581,2098,currently
582,2228,delicate
583,1542,refuse
584,1352,qualify
585,1511,Jew
586,2637,count
587,822,trade
588,1312,gun
589,1825,conduct
590,4172,impulse
591,1286,secretary
592,3317,fisherman
593,1659,illness
594,1081,tone
595,1176,odd
596,2147,safety
597,3611,expected
598,240,kid
599,2308,investigator
600,73,toe
601,755,current
602,975,underlying
603,1202,fellow
604,3037,brother
605,3036,withdrawal
606,696,disappear
607,3855,hope
608,436,special
609,3796,something
610,2584,motor
611,2962,reflect
612,1442,desk
613,1693,significance
614,3327,icon
615,1016,interaction
616,4200,tail
617,3199,reserve
618,4112,crawl
619,2921,equation
620,3854,hall
621,3858,draw
622,2805,bid
623,3957,minimize
624,3202,exhaust
625,2517,woman
626,3297,ass
627,4158,involvement
628,203,rate
629,681,cousin
630,3923,asset
631,224,incorporate
632,2990,wheelchair
633,3638,interest
634,2193,happen
635,4105,singer
636,1603,bar
637,1214,setting
638,1906,connect
639,3293,emotional
640,1735,statue
641,2548,consist
642,1581,naturally
643,518,reception
644,1220,isolate
645,3200,producer
646,171,outstanding
647,3241,rule
648,2527,shove
649,101,digital
650,1390,try
651,2986,trait
652,3413,western
653,1055,absolutely
654,3140,extraordinary
655,3153,even
656,3503,council
657,2895,aware
658,685,creative
659,2281,enthusiasm
660,529,client
661,4069,cold
662,199,barrier
663,887,exclusive
664,2801,spray
665,4051,toy
666,1429,introduction
667,3481,answer
668,2484,consideration
669,1258,field
670,3984,flood
671,3505,access
672,1297,document
673,3504,documentary
674,2531,thought
675,3347,love
676,3455,elaborate
677,801,cooperation
678,765,outer
679,4225,acquire
680,2519,carve
681,3350,intention
682,1111,warning
683,1708,steady
684,3660,essential
685,3614,captain
686,2913,gentleman
687,1879,threshold
688,1066,mixture
689,190,electrical
690,4050,arrange
691,841,leap
692,426,campaign
693,1306,obstacle
694,345,dedicate
695,372,continent
696,3709,whole
697,3880,note
698,825,solve
699,920,sauce
700,1808,continuing
701,1958,yet
702,2701,predict
703,1438,casino
704,3201,transition
705,3501,supporter
706,767,thoroughly
707,3565,change
708,2672,believe
709,2002,partial
710,2848,silver
711,3702,member
712,3524,promise
713,1589,typically
714,2997,million
715,2468,bone
716,1716,therapist
717,3484,afford
718,584,attractive
719,966,peace
720,267,goal
721,1563,margin
722,3622,ambitious
723,2681,suitable
724,2982,era
725,3150,lately
726,4032,residence
727,2488,childhood
728,3087,suburb
729,106,salad
730,3178,coalition
731,3942,permission
732,2936,competition
733,610,apology
734,3982,dig
735,1849,bath
736,3354,assistant
737,3074,survival
738,1852,golden
739,1257,twin
740,3996,stumble
741,514,receive
742,832,thank
743,2700,electronic
744,4090,genuine
745,235,paint
746,4036,projection
747,322,employee
748,698,refer
749,865,master
750,17,dramatically
751,1194,convention
752,3718,accessible
753,1887,grief
754,2083,usual
755,3215,hour
756,2494,welfare
757,3175,fuel
758,1177,tax
759,1968,gallery
760,1465,also
761,4024,select
762,1931,parent
763,2123,aid
764,725,elementary
765,1715,professional
766,1122,intensity
767,1599,buddy
768,4191,mate
769,2369,dare
770,1622,moral
771,3488,counterpart
772,3228,revelation
773,2108,textbook
774,643,cite
775,1348,reluctant
776,418,reader
777,3509,grandfather
778,2493,coin
779,2788,kit
780,2415,lady
781,1206,cloth
782,3871,remember
783,78,mean
784,686,cast
785,1863,track
786,1239,fruit
787,3185,guitar
788,3522,research
789,28,candy
790,2544,lucky
791,3519,water
792,2060,scholarship
793,3528,horrible
794,2550,helpful
795,1668,attendance
796,625,truth
797,2736,educational
798,2860,grandparent
799,2754,suicide
800,2884,sweat
801,2534,pull
802,3050,transport
803,2607,hear
804,61,legislative
805,3821,commit
806,1903,dilemma
807,1423,mountain
808,2239,previously
809,3126,electronics
810,300,pattern
811,1732,common
812,2856,hurricane
813,2784,reverse
814,2079,indeed
815,394,welcome
816,2593,powerful
817,403,fail
818,4089,loyalty
819,4177,testing
820,2420,European
821,1967,turkey
822,838,brief
823,3386,secondary
824,1988,schedule
825,2761,phenomenon
826,1505,suspend
827,58,explain
828,2351,job
829,726,respondent
830,3160,objection
831,259,index
832,3635,assault
833,148,loss
834,261,program
835,433,perform
836,1029,beard
837,600,statute
838,2668,check
839,796,part
840,1075,unit
841,1739,regional
842,3474,mainly
843,356,typical
844,1515,spill
845,4147,handsome
846,2076,mobile
847,3253,bed
848,935,attitude
849,3263,barrel
850,3520,old
851,4130,innovation
852,2021,port
853,4184,deep
854,1544,alcohol
855,3507,code
856,2486,coming
857,1167,huge
858,2378,society
859,1578,intend
860,1647,edition
861,3070,decline
862,4115,bolt
863,3398,drum
864,795,grip
865,764,depart
866,205,total
867,2205,shift
868,2742,awareness
869,589,relatively
870,2768,outline
871,3939,stack
872,2741,library
873,1032,crystal
874,2128,ignore
875,1476,Catholic
876,2015,study
877,393,gym
878,715,success
879,1449,Canadian
880,2791,emerge
881,3517,protective
882,1368,painting
883,3710,university
884,847,appearance
885,2620,oxygen
886,3547,lung
887,2955,nurse
888,276,suffering
889,3900,could
890,2911,casualty
891,2022,follow
892,3011,lie
893,2974,pregnancy
894,1818,real
895,3141,green
896,3067,explanation
897,2812,piano
898,3640,asleep
899,137,gently
900,3864,resume
901,252,break
902,813,studio
903,3676,constitution
904,1147,confident
905,247,option
906,1335,retailer
907,1125,trading
908,1721,deliver
909,3862,decide
910,1504,future
911,4142,ready
912,1556,persuade
913,57,crazy
914,1989,hypothesis
915,3603,hundred
916,1343,first
917,3714,student
918,2867,case
919,1242,young
920,1192,eight
921,142,plane
922,3357,century
923,2301,invasion
924,4182,rough
925,2302,everyday
926,132,watch
927,1184,annually
928,200,custom
929,4066,stadium
930,531,experiment
931,1447,fund
932,3935,sleep
933,2872,fee
934,2112,put
935,553,cat
936,3753,reduction
937,437,protect
938,3431,bankruptcy
939,1897,comprise
940,2023,cheek
941,773,rush
942,229,entrance
943,1661,justice
944,1777,agent
945,3893,transformation
946,431,patient
947,3446,tour
948,1812,blue
949,1783,push
950,1534,texture
951,2341,assignment
952,2610,teaspoon
953,87,mainstream
954,1601,involve
955,346,someday
956,2549,auction
957,4197,harassment
958,4129,nest
959,85,arrow
960,2191,muscle
961,3558,pitcher
962,1036,elevator
963,1083,craft
964,1878,traditional
965,3845,blend
966,1276,intact
967,2865,dead
968,1087,tighten
969,3986,Arab
970,849,arm
971,877,Olympics
972,2806,toward
973,310,Palestinian
974,3510,sprinkle
975,2262,next
976,3283,drawing
977,2211,much
978,257,bus
979,1414,genius
980,3449,celebrate
981,1782,attend
982,1325,great
983,226,trust
984,1995,aesthetic
985,646,universe
986,655,small
987,943,serving
988,1168,fist
989,2577,loop
990,370,force
991,397,concede
992,2280,baseball
993,3401,related
994,3655,fairly
995,2373,headquarters
996,3224,impression
997,1197,hence
998,521,confession
999,1763,grape
1000,1678,performer
