RunNumber,GuessTillWin,Word
273,2180,funny
274,1211,instance
275,80,poor
276,4167,southern
277,4122,valid
278,3222,wipe
279,66,beam
280,3694,night
281,182,three
282,4146,confusion
283,901,guy
284,1480,chip
285,349,bend
286,226,son
287,1769,identity
288,3011,initiative
289,422,minority
290,3790,explode
291,366,nightmare
292,2615,smart
293,1990,unfold
294,1970,fame
295,2352,blink
296,3478,instead
297,3196,unlikely
298,2753,mind
299,3103,fragment
300,1152,movement
301,3429,conflict
302,1662,chill
303,1971,concentrate
304,3442,distribute
305,2314,war
306,3566,plate
307,3213,go
308,3624,collapse
309,54,cancer
310,3523,bedroom
311,3849,radio
312,2561,pin
313,1849,artistic
314,590,truly
315,1059,somebody
316,337,official
317,1939,mine
318,1982,hot
319,1358,smoke
320,4213,assign
321,2766,ok
322,365,bathroom
323,4089,northwest
324,4042,clinical
325,228,pleasant
326,2401,chunk
327,2951,supermarket
328,3509,prescription
329,2110,territory
330,2119,intense
331,881,breeze
332,754,book
333,792,aircraft
334,2992,international
335,1712,realistic
336,907,laundry
337,3390,recall
338,642,wish
339,2670,illusion
340,711,reinforce
341,3195,wine
342,1727,dam
343,2383,sometime
344,2188,quit
345,356,stimulate
346,677,criteria
347,3822,freely
348,3766,efficient
349,204,category
350,997,lifestyle
351,1688,angle
352,3964,announcement
353,3369,define
354,1476,cage
355,4105,aggressive
356,2640,utility
357,1559,sphere
358,360,discover
359,2904,conservation
360,3497,district
361,85,reference
362,1216,whatever
363,3115,possible
364,1441,gather
365,2531,spell
366,3400,moreover
367,1063,wrist
368,1409,living
369,811,fortunately
370,1467,topic
371,516,plastic
372,3244,commonly
373,334,flower
374,1637,policeman
375,804,ground
376,3995,besides
377,71,discussion
378,1389,complain
379,3042,disc
380,2953,must
381,2284,mathematics
382,2818,inherent
383,1242,fraction
384,884,page
385,1020,mentor
386,2997,epidemic
387,1679,leather
388,871,labor
389,176,diamond
390,1451,convert
391,3268,witness
392,2128,final
393,1133,deck
394,1286,tomato
395,2051,imply
396,1577,secret
397,449,reply
398,3770,consume
399,2089,command
400,2536,coordinator
401,1739,democracy
402,4187,neighboring
403,1410,arise
404,3350,suddenly
405,2976,increasingly
406,3249,possess
407,309,integration
408,1986,successfully
409,3155,past
410,1735,terrorist
411,2436,foster
412,2487,scan
413,2309,item
414,3986,enable
415,224,slam
416,3404,rally
417,2906,buy
418,3725,jewelry
419,1624,pump
420,665,inherit
421,673,listen
422,2960,donor
423,1888,seal
424,2919,primarily
425,1187,constitute
426,3993,refuge
427,4088,huh
428,3710,chairman
429,3486,statement
430,2602,make
431,3728,characterize
432,3751,highly
433,3759,AIDS
434,621,musician
435,2682,toss
436,3608,gaze
437,1079,chain
438,679,vacuum
439,121,unemployment
440,2795,statistical
441,875,land
442,1125,limitation
443,1236,picture
444,3319,clip
445,1675,journalist
446,2046,volume
447,1948,television
448,141,complicated
449,274,ease
450,1355,folk
451,231,clue
452,2440,speech
453,1461,offensive
454,784,rapidly
455,3,vendor
456,3388,horror
457,3906,candle
458,839,victim
459,887,wave
460,1998,irony
461,1333,attention
462,2159,combat
463,1102,medal
464,1283,burden
465,2017,diet
466,3127,steep
467,3643,flour
468,1094,mild
469,2668,Christmas
470,2656,sweet
471,124,diminish
472,2869,peel
473,1584,pension
474,364,slope
475,954,age
476,808,mom
477,2661,rubber
478,1121,give
479,3191,cottage
480,3034,humanity
481,1952,grant
482,3052,implementation
483,890,planning
484,1619,forty
485,2586,execution
486,3611,production
487,2995,label
488,11,explicit
489,3917,mall
490,982,afraid
491,1118,every
492,1915,question
493,3027,sample
494,996,racial
495,2557,subsidy
496,1523,United
497,3798,succeed
498,4038,patrol
499,1608,elderly
500,3534,evolution
501,3821,theater
502,2799,tension
503,2278,nearly
504,3467,still
505,2286,salmon
506,2299,appear
507,3202,couch
508,1189,pitch
509,2875,theory
510,368,alongside
511,835,grand
512,3082,religious
513,395,hair
514,4096,taxpayer
515,3187,consider
516,1922,leave
517,1872,availability
518,97,thanks
519,3704,emphasize
520,2053,specifically
521,2221,minimal
522,883,manual
523,3940,movie
524,724,proud
525,1039,gentle
526,2456,evil
527,2526,duty
528,3248,border
529,3095,stone
530,206,responsibility
531,626,sky
532,1715,equip
533,3436,threat
534,4171,superior
535,1438,associated
536,465,request
537,2981,overcome
538,2271,kiss
539,939,assess
540,2653,extensive
541,3078,arrest
542,2681,inner
543,1215,lost
544,1155,sales
545,3513,formula
546,3278,hay
547,1348,classroom
548,1912,foreigner
549,1449,lobby
550,2539,material
551,3291,seat
552,897,stare
553,3324,independent
554,3965,tear
555,3098,tourism
556,3953,offense
557,1301,hunger
558,3147,cognitive
559,114,provider
560,3850,curriculum
561,3902,pocket
562,1145,actress
563,1567,selected
564,2842,evident
565,3948,positive
566,1295,cream
567,1887,profession
568,721,merely
569,4052,inspire
570,717,silly
571,3870,beast
572,1235,shop
573,2740,shared
574,2974,photographer
575,3920,trial
576,3889,civilian
577,1969,belt
578,634,scholar
579,2549,fork
580,21,wood
581,3410,currently
582,615,delicate
583,3686,refuse
584,649,qualify
585,2411,Jew
586,2761,count
587,3433,trade
588,3173,gun
589,3573,conduct
590,2389,impulse
591,3085,secretary
592,1981,fisherman
593,2556,illness
594,796,tone
595,593,odd
596,2197,safety
597,2433,expected
598,3714,kid
599,391,investigator
600,2467,toe
601,877,current
602,2534,underlying
603,2977,fellow
604,1419,brother
605,1873,withdrawal
606,1585,disappear
607,1021,hope
608,2148,special
609,1417,something
610,3858,motor
611,3035,reflect
612,3678,desk
613,1901,significance
614,2604,icon
615,1759,interaction
616,3745,tail
617,3325,reserve
618,1493,crawl
619,758,equation
620,1103,hall
621,136,draw
622,3854,bid
623,3968,minimize
624,594,exhaust
625,2135,woman
626,2000,ass
627,1345,involvement
628,4081,rate
629,818,cousin
630,1718,asset
631,1594,incorporate
632,2998,wheelchair
633,2349,interest
634,1148,happen
635,4207,singer
636,613,bar
637,3192,setting
638,4103,connect
639,803,emotional
640,2026,statue
641,403,consist
642,2756,naturally
643,3065,reception
644,865,isolate
645,687,producer
646,243,outstanding
647,638,rule
648,1930,shove
649,2703,digital
650,3375,try
651,3166,trait
652,3706,western
653,445,absolutely
654,67,extraordinary
655,4075,even
656,2036,council
657,3354,aware
658,3232,creative
659,2599,enthusiasm
660,2028,client
661,3990,cold
662,1808,barrier
663,723,exclusive
664,2545,spray
665,3136,toy
666,1782,introduction
667,2658,answer
668,2316,consideration
669,2386,field
670,4108,flood
671,3081,access
672,3320,document
673,2475,documentary
674,566,thought
675,3546,love
676,3146,elaborate
677,3431,cooperation
678,843,outer
679,2603,acquire
680,2745,carve
681,1814,intention
682,765,warning
683,2071,steady
684,2547,essential
685,1422,captain
686,1631,gentleman
687,2646,threshold
688,4185,mixture
689,1670,electrical
690,412,arrange
691,3903,leap
692,629,campaign
693,3901,obstacle
694,3482,dedicate
695,4227,continent
696,902,whole
697,912,note
698,2478,solve
699,734,sauce
700,1052,continuing
701,3507,yet
702,232,predict
703,76,casino
704,1274,transition
705,2219,supporter
706,1505,thoroughly
707,2291,change
708,864,believe
709,3031,partial
710,1853,silver
711,1673,member
712,266,promise
713,3626,typically
714,3299,million
715,1332,bone
716,2649,therapist
717,3276,afford
718,482,attractive
719,3000,peace
720,4077,goal
721,4155,margin
722,2901,ambitious
723,3328,suitable
724,4211,era
725,3102,lately
726,398,residence
727,1045,childhood
728,1816,suburb
729,37,salad
730,494,coalition
731,892,permission
732,986,competition
733,3536,apology
734,2820,dig
735,1935,bath
736,2731,assistant
737,2911,survival
738,1747,golden
739,1430,twin
740,3016,stumble
741,1019,receive
742,1037,thank
743,4092,electronic
744,507,genuine
745,187,paint
746,1842,projection
747,3665,employee
748,1656,refer
749,1494,master
750,2590,dramatically
751,3577,convention
752,2760,accessible
753,885,grief
754,3090,usual
755,1089,hour
756,2606,welfare
757,483,fuel
758,2833,tax
759,3459,gallery
760,3936,also
761,2927,select
762,2097,parent
763,1864,aid
764,245,elementary
765,1713,professional
766,549,intensity
767,4184,buddy
768,3864,mate
769,276,dare
770,3475,moral
771,3846,counterpart
772,3045,revelation
773,3297,textbook
774,473,cite
775,2062,reluctant
776,475,reader
777,1653,grandfather
778,3061,coin
779,1367,kit
780,921,lady
781,625,cloth
782,3540,remember
783,2465,mean
784,6,cast
785,1767,track
786,575,fruit
787,2810,guitar
788,2431,research
789,1098,candy
790,1132,lucky
791,1742,water
792,1894,scholarship
793,493,horrible
794,3487,helpful
795,1729,attendance
796,62,truth
797,2116,educational
798,4072,grandparent
799,109,suicide
800,1851,sweat
801,2170,pull
802,1232,transport
803,2873,hear
804,2889,legislative
805,2432,commit
806,684,dilemma
807,3985,mountain
808,2261,previously
809,3891,electronics
810,2375,pattern
811,1408,common
812,55,hurricane
813,1395,reverse
814,797,indeed
815,4099,welcome
816,1877,powerful
817,2192,fail
818,3563,loyalty
819,115,testing
820,4180,European
821,1432,turkey
822,1049,brief
823,2029,secondary
824,3463,schedule
825,1361,phenomenon
826,317,suspend
827,2491,explain
828,2311,job
829,2262,respondent
830,3913,objection
831,631,index
832,152,assault
833,2644,loss
834,1182,program
835,806,perform
836,2004,beard
837,1250,statute
838,1544,check
839,931,part
840,2138,unit
841,3843,regional
842,83,mainly
843,4098,typical
844,1482,spill
845,552,handsome
846,2847,mobile
847,2244,bed
848,1757,attitude
849,2141,barrel
850,916,old
851,254,innovation
852,3425,port
853,2200,deep
854,246,alcohol
855,3657,code
856,3351,coming
857,2117,huge
858,1500,society
859,3551,intend
860,339,edition
861,88,decline
862,2108,bolt
863,2092,drum
864,1404,grip
865,1151,depart
866,3371,total
867,173,shift
868,4182,awareness
869,2126,relatively
870,4024,outline
871,3958,stack
872,4173,library
873,1375,crystal
874,2684,ignore
875,3138,Catholic
876,2503,study
877,3184,gym
878,3270,success
879,1164,Canadian
880,3729,emerge
881,1414,protective
882,1869,painting
883,3453,university
884,1204,appearance
885,1070,oxygen
886,1750,lung
887,1758,nurse
888,3030,suffering
889,3158,could
890,1072,casualty
891,817,follow
892,3675,lie
893,1942,pregnancy
894,345,real
895,1875,green
896,2176,explanation
897,3397,piano
898,3756,asleep
899,3417,gently
900,413,resume
901,2084,break
902,3252,studio
903,2821,constitution
904,219,confident
905,2727,option
906,3110,retailer
907,2535,trading
908,407,deliver
909,1076,decide
910,3852,future
911,967,ready
912,3502,persuade
913,2327,crazy
914,1387,hypothesis
915,1596,hundred
916,3221,first
917,1641,student
918,836,case
919,2259,young
920,1048,eight
921,3402,plane
922,749,century
923,944,invasion
924,790,rough
925,528,everyday
926,1865,watch
927,2488,annually
928,531,custom
929,1402,stadium
930,771,experiment
931,2377,fund
932,235,sleep
933,972,fee
934,2555,put
935,3205,cat
936,3819,reduction
937,1311,protect
938,1188,bankruptcy
939,894,comprise
940,57,cheek
941,58,rush
942,154,entrance
943,3651,justice
944,3802,agent
945,1812,transformation
946,2347,patient
947,1306,tour
948,1946,blue
949,1165,push
950,4034,texture
951,3493,assignment
952,2096,teaspoon
953,4069,mainstream
954,288,involve
955,3015,someday
956,2853,auction
957,3663,harassment
958,502,nest
959,2339,arrow
960,2882,muscle
961,1784,pitcher
962,750,elevator
963,1318,craft
964,135,traditional
965,2294,blend
966,3717,intact
967,4220,dead
968,3259,tighten
969,694,Arab
970,3929,arm
971,2009,Olympics
972,3480,toward
973,1097,Palestinian
974,3300,sprinkle
975,858,next
976,942,drawing
977,2276,much
978,3661,bus
979,4011,genius
980,1709,celebrate
981,3483,attend
982,2779,great
983,2803,trust
984,1821,aesthetic
985,635,universe
986,2896,small
987,3096,serving
988,1997,fist
989,1575,loop
990,2759,force
991,3571,concede
992,3287,baseball
993,1081,related
994,1421,fairly
995,3231,headquarters
996,3796,impression
997,3618,hence
998,1147,confession
999,4000,grape
1000,82,performer
