RunNumber,GuessTillWin,Word
402,428,neighboring
403,1875,arise
404,2476,suddenly
405,3031,increasingly
406,2389,possess
407,3809,integration
408,2143,successfully
409,951,past
410,1941,terrorist
411,2174,foster
412,2207,scan
413,1755,item
414,2504,enable
415,24,slam
416,3711,rally
417,3718,buy
418,1209,jewelry
419,3653,pump
420,2449,inherit
421,2040,listen
422,2791,donor
423,3086,seal
424,474,primarily
425,3004,constitute
426,347,refuge
427,3301,huh
428,970,chairman
429,3178,statement
430,399,make
431,3592,characterize
432,1292,highly
433,1763,AIDS
434,2063,musician
435,924,toss
436,2512,gaze
437,1956,chain
438,4031,vacuum
439,214,unemployment
440,2543,statistical
441,1295,land
442,1697,limitation
443,2374,picture
444,3830,clip
445,2109,journalist
446,2635,volume
447,452,television
448,2924,complicated
449,1110,ease
450,763,folk
451,1940,clue
452,3445,speech
453,4128,offensive
454,3914,rapidly
455,1043,vendor
456,973,horror
457,647,candle
458,2263,victim
459,4094,wave
460,3864,irony
461,1077,attention
462,3395,combat
463,1124,medal
464,2324,burden
465,3256,diet
466,1098,steep
467,3266,flour
468,1429,mild
469,2152,Christmas
470,3336,sweet
471,369,diminish
472,302,peel
473,940,pension
474,15,slope
475,488,age
476,1499,mom
477,2037,rubber
478,2033,give
479,254,cottage
480,1016,humanity
481,2704,grant
482,2858,implementation
483,2997,planning
484,3767,forty
485,3181,execution
486,926,production
487,2734,label
488,2257,explicit
489,2427,mall
490,1976,afraid
491,167,every
492,958,question
493,286,sample
494,2079,racial
495,686,subsidy
496,122,United
497,3737,succeed
498,546,patrol
499,1126,elderly
500,2631,evolution
501,2060,theater
502,1433,tension
503,460,nearly
504,3720,still
505,3017,salmon
506,1586,appear
507,1930,couch
508,3991,pitch
509,4008,theory
510,1029,alongside
511,793,grand
512,1832,religious
513,1021,hair
514,3012,taxpayer
515,3631,consider
516,2491,leave
517,2312,availability
518,720,thanks
519,2909,emphasize
520,4173,specifically
521,2409,minimal
522,2130,manual
523,2103,movie
524,947,proud
525,1909,gentle
526,1991,evil
527,4054,duty
528,3586,border
529,1073,stone
530,421,responsibility
531,1607,sky
532,1128,equip
533,406,threat
534,2640,superior
535,220,associated
536,1323,request
537,2905,overcome
538,388,kiss
539,3183,assess
540,1785,extensive
541,479,arrest
542,949,inner
543,2067,lost
544,3,sales
545,3482,formula
546,3610,hay
547,185,classroom
548,223,foreigner
549,1290,lobby
550,3159,material
551,320,seat
552,1145,stare
553,1284,independent
554,4188,tear
555,2761,tourism
556,2568,offense
557,2269,hunger
558,1161,cognitive
559,709,provider
560,4003,curriculum
561,799,pocket
562,946,actress
563,1301,selected
564,3117,evident
565,3076,positive
566,3819,cream
567,3089,profession
568,184,merely
569,109,inspire
570,1071,silly
571,2496,beast
572,2608,shop
573,2053,shared
574,2259,photographer
575,1129,trial
576,4043,civilian
577,2218,belt
578,3149,scholar
579,3890,fork
580,1101,wood
581,3310,currently
582,2475,delicate
583,1141,refuse
584,2808,qualify
585,337,Jew
586,2017,count
587,1753,trade
588,1866,gun
589,367,conduct
590,2576,impulse
591,461,secretary
592,27,fisherman
593,740,illness
594,1987,tone
595,771,odd
596,1545,safety
597,735,expected
598,1472,kid
599,318,investigator
600,1610,toe
601,2292,current
602,1250,underlying
603,1490,fellow
604,614,brother
605,416,withdrawal
606,3106,disappear
607,596,hope
608,2131,special
609,1488,something
610,4022,motor
611,1629,reflect
612,779,desk
613,106,significance
614,3727,icon
615,1518,interaction
616,2637,tail
617,3838,reserve
618,1828,crawl
619,1722,equation
620,92,hall
621,3152,draw
622,2384,bid
623,1160,minimize
624,2258,exhaust
625,2320,woman
626,833,ass
627,1543,involvement
628,3105,rate
629,3951,cousin
630,1036,asset
631,1230,incorporate
632,1318,wheelchair
633,3969,interest
634,1856,happen
635,2511,singer
636,3387,bar
637,343,setting
638,854,connect
639,2135,emotional
640,3443,statue
641,2774,consist
642,1758,naturally
643,519,reception
644,1797,isolate
645,2700,producer
646,1443,outstanding
647,1402,rule
648,514,shove
649,714,digital
650,579,try
651,3154,trait
652,819,western
653,2694,absolutely
654,3019,extraordinary
655,851,even
656,517,council
657,4092,aware
658,1330,creative
659,2413,enthusiasm
660,3789,client
661,3093,cold
662,747,barrier
663,2573,exclusive
664,4203,spray
665,444,toy
666,3697,introduction
667,3541,answer
668,2836,consideration
669,1408,field
670,3544,flood
671,1570,access
672,608,document
673,1634,documentary
674,2822,thought
675,1942,love
676,3115,elaborate
677,486,cooperation
678,2004,outer
679,1944,acquire
680,2175,carve
681,3318,intention
682,1420,warning
683,3892,steady
684,885,essential
685,3630,captain
686,2172,gentleman
687,58,threshold
688,1154,mixture
689,1258,electrical
690,2093,arrange
691,1281,leap
692,1178,campaign
693,190,obstacle
694,1311,dedicate
695,314,continent
696,922,whole
697,3305,note
698,594,solve
699,632,sauce
700,3045,continuing
701,2524,yet
702,3459,predict
703,3415,casino
704,3523,transition
705,3313,supporter
706,271,thoroughly
707,3756,change
708,1028,believe
709,551,partial
710,4165,silver
711,2600,member
712,3207,promise
713,3259,typically
714,1218,million
715,170,bone
716,95,therapist
717,3367,afford
718,3427,attractive
719,3850,peace
720,2027,goal
721,1821,margin
722,2665,ambitious
723,2196,suitable
724,1259,era
725,3942,lately
726,3361,residence
727,69,childhood
728,1847,suburb
729,376,salad
730,2582,coalition
731,1385,permission
732,225,competition
733,2235,apology
734,2099,dig
735,463,bath
736,2349,assistant
737,419,survival
738,2278,golden
739,3793,twin
740,2187,stumble
741,2984,receive
742,485,thank
743,1387,electronic
744,3531,genuine
745,1874,paint
746,2442,projection
747,628,employee
748,25,refer
749,998,master
750,569,dramatically
751,439,convention
752,2790,accessible
753,1626,grief
754,3354,usual
755,4056,hour
756,3423,welfare
757,2649,fuel
758,1337,tax
759,3211,gallery
760,1215,also
761,1876,select
762,4167,parent
763,260,aid
764,1314,elementary
765,4037,professional
766,2612,intensity
767,1227,buddy
768,2863,mate
769,1238,dare
770,394,moral
771,969,counterpart
772,2001,revelation
773,2835,textbook
774,962,cite
775,778,reluctant
776,2527,reader
777,3933,grandfather
778,829,coin
779,1579,kit
780,2423,lady
781,2204,cloth
782,1833,remember
783,1338,mean
784,3543,cast
785,4016,track
786,917,fruit
787,3918,guitar
788,426,research
789,555,candy
790,3066,lucky
791,457,water
792,3961,scholarship
793,352,horrible
794,2043,helpful
795,96,attendance
796,1403,truth
797,1636,educational
798,98,grandparent
799,1163,suicide
800,3634,sweat
801,2499,pull
802,3657,transport
803,449,hear
804,4029,legislative
805,3114,commit
806,1687,dilemma
807,4119,mountain
808,3662,previously
809,1049,electronics
810,1583,pattern
811,2386,common
812,3373,hurricane
813,2618,reverse
814,2146,indeed
815,668,welcome
816,3380,powerful
817,1498,fail
818,3577,loyalty
819,8,testing
820,4055,European
821,526,turkey
822,2123,brief
823,1897,secondary
824,4143,schedule
825,3706,phenomenon
826,442,suspend
827,2579,explain
828,2625,job
829,3924,respondent
830,86,objection
831,199,index
832,967,assault
833,1082,loss
834,2515,program
835,2338,perform
836,150,beard
837,1885,statute
838,469,check
839,2588,part
840,3052,unit
841,1969,regional
842,1993,mainly
843,128,typical
844,3953,spill
845,4081,handsome
846,4125,mobile
847,3186,bed
848,2352,attitude
849,3695,barrel
850,1659,old
851,3578,innovation
852,172,port
853,4212,deep
854,1926,alcohol
855,1637,code
856,1742,coming
857,4091,huge
858,3884,society
859,2613,intend
860,3003,edition
861,2789,decline
862,1735,bolt
863,2708,drum
864,1107,grip
865,1378,depart
866,2012,total
867,1656,shift
868,4082,awareness
869,1692,relatively
870,2633,outline
871,13,stack
872,4013,library
873,2453,crystal
874,4045,ignore
875,3243,Catholic
876,2502,study
877,6,gym
878,487,success
879,622,Canadian
880,3822,emerge
881,502,protective
882,2683,painting
883,1525,university
884,2960,appearance
885,4168,oxygen
886,2681,lung
887,2117,nurse
888,1050,suffering
889,3895,could
890,1074,casualty
891,417,follow
892,1140,lie
893,1647,pregnancy
894,1397,real
895,719,green
896,3687,explanation
897,31,piano
898,2332,asleep
899,2931,gently
900,3582,resume
901,3934,break
902,357,studio
903,375,constitution
904,1317,confident
905,2964,option
906,1535,retailer
907,3651,trading
908,455,deliver
909,3173,decide
910,3532,future
911,1552,ready
912,4070,persuade
913,155,crazy
914,3276,hypothesis
915,1734,hundred
916,4195,first
917,4210,student
918,2735,case
919,2969,young
920,770,eight
921,3517,plane
922,3335,century
923,1360,invasion
924,1920,rough
925,2119,everyday
926,2112,watch
927,3954,annually
928,3551,custom
929,1067,stadium
930,3639,experiment
931,1723,fund
932,674,sleep
933,1102,fee
934,310,put
935,183,cat
936,3474,reduction
937,1512,protect
938,3275,bankruptcy
939,3751,comprise
940,1559,cheek
941,1834,rush
942,3244,entrance
943,982,justice
944,2759,agent
945,1852,transformation
946,1671,patient
947,2908,tour
948,3053,blue
949,3814,push
950,3283,texture
951,1460,assignment
952,3801,teaspoon
953,996,mainstream
954,1042,involve
955,2947,someday
956,3232,auction
957,3642,harassment
958,1193,nest
959,299,arrow
960,2008,muscle
961,3825,pitcher
962,2277,elevator
963,3312,craft
964,351,traditional
965,1739,blend
966,3292,intact
967,2000,dead
968,2192,tighten
969,1777,Arab
970,3239,arm
971,3804,Olympics
972,2059,toward
973,1413,Palestinian
974,3786,sprinkle
975,2733,next
976,1081,drawing
977,3341,much
978,67,bus
979,2243,genius
980,3388,celebrate
981,3470,attend
982,717,great
983,1485,trust
984,2787,aesthetic
985,118,universe
986,483,small
987,4159,serving
988,957,fist
989,1818,loop
990,4078,force
991,794,concede
992,3189,baseball
993,1244,related
994,3466,fairly
995,2305,headquarters
996,3555,impression
997,3372,hence
998,1746,confession
999,3548,grape
1000,2709,performer
